id,title,type,data,config,alt_text,new_data,status,dashboard,report,copyright,source_label,source_url,source_annotation,footnote
05-04-b,Armutsrisikoquote für ausgewählte Gruppen 2014,Lollipop,05/04/groups.csv,"{
  ""numberFormat"": ""%"",
  ""filter"": ""datum.year == '2014' && ((datum.facet == 'Haushaltstyp' && (datum.facet_value == 'Alleinerziehend 1 Kind' || datum.facet_value == 'Alleinerziehend 2+ Kinder' || datum.facet_value == 'Paar 3+ Kinder')) || datum.facet == 'Herkunftsland' || datum.facet == 'Region' || datum.facet == 'Alle')"",
  ""color"": ""facet"",
  ""y"": ""facet_value"",
  ""column"": ""facet"",
  ""highlight"": ""datum.facet == 'Alle'""
}","Die Abbildung zeigt die Armutsrisikoquote für ausgewählte Gruppen im Jahr 2014. Menschen, deren Herkunftsland nicht Deutschland ist, sind deutlich häufiger armutsgefährdet als Menschen, deren Herkunftsland Deutschland ist. Menschen in den ostdeutschen Ländern sind mit einer Armutsrisikoquote von 21,1 Prozent häufiger armutsgefährdet als Westdeutsche mit einer Armutsrisikoquote von 14,7 Prozent. Auch Alleinerziehende und Paare mit mehr als zwei Kindern haben ein erhöhtes Armutsrisiko.",FALSE,plotted,TRUE,TRUE,,,,"Berechnungen des DIW Berlin, SOEPv32.1.",
05-04-c,Armutsrisikoquote nach Altersgruppen 2014,Lollipop,05/04/groups.csv,"{
  ""y"": ""facet_value"",
  ""sort"": ""none"",
  ""numberFormat"": ""%"",
  ""filter"": ""datum.year == '2014' && datum.facet == 'Altersgruppen'""
}","Die Abbildung zeigt die Armutsrisikoquote für verschiedene Altersgruppen im Jahr 2014. Das Risiko von Armut trifft Altersgruppen unterschiedlich, aber am deutlichsten jüngere Menschen. Besonders armutsgefährdet sind die 18- bis 24- Jährigen mit einer Armutsrisikoquote von rund 24 Prozent und die unter 10 Jährigen mit einer Armutsrisikoquote von etwa 22 Prozent.",FALSE,plotted,TRUE,TRUE,,,,"Berechnungen des DIW Berlin, SOEPv32.1.",
05-04-d,Armutsrisikoquote vor und nach Steuern und Transfers 1991 bis 2014,Line,05/04/groups.csv,"{
  ""confidence"": 95,
  ""numberFormat"": "".1%"",
  ""filter"": ""datum.facet == 'Alle' || datum.facet == 'Umverteilung'"",
  ""category"": ""datum.facet == 'Umverteilung' ? datum.facet_value : 'Nach Steuern und Transfers'""
}","Die Abbildung zeigt die Entwicklung der Armutsrisikoquote vor und nach Berücksichtigung von Steuern und Transfers im Zeitraum von 1991 bis 2014. Die Armutsrisikoquote nach Berücksichtigung von Steuern und Transfers lag im gesamten Zeitraum deutlich unter der Armutsrisikoquote vor Berücksichtigung von Steuern und Transfers. Im Jahr 2014 betrug die Armutsrisikoquote vor Steuern und Transfers rund 35 Prozent, die nach Steuern und Transfers knapp 16 Prozent.",FALSE,plotted,TRUE,TRUE,,,,"Berechnungen des DIW Berlin, SOEPv32.1.",
05-05-a,Entwicklung des Altenquotienten bis 2013 und Prognose bis 2060,Line,05/05/scenario.csv,"{
  ""numberFormat"": "".1f"",
  ""color"": ""scenario"",
  ""category"": ""datum.scenario + datum.type"",
  ""stroke"": ""datum.type == 'Prognose'"",
  ""labelFilter"": ""datum.type == 'Prognose'""
}","Die Abbildung zeigt die Entwicklung des Altenquotienten bis 2013 und verschiedene Prognosen bis 2060. Seit 2010 liegt der Altenquotient bei etwa 30, das heißt 100 Menschen im erwerbsfähigen Alter stehen heute etwa 30 Rentnern gegenüber. 2040 werden 100 Personen im erwerbsfähigen Alter mehr als 50 älteren Menschen gegenüberstehen. Bis 2060 wird sich das Verhältnis weiter in Richtung der Älteren verschieben. Der Altenquotient nimmt je nach Szenario, das für die Prognose gewählt wurde, Werte zwischen 51,3 und 57,4 an.",FALSE,plotted,TRUE,TRUE,,,,"Statistisches Bundesamt, Bevölkerungsfortschreibung und 13. koordinierte Bevölkerungsvorausrechnung.",
06-01-a,Kriminalitätsfurcht 2012,Bar,06/01/facets.csv,"{
  ""filter"": ""datum.facet == ''"",
  ""numberFormat"": ""%"",
  ""color"": ""concern"",
  ""colorRange"": ""diverging2"",
  ""colorLegend"": true,
  ""y"": ""category"",
  ""domain"": [0, 1],
  ""sort"": ""none"",
  ""colorSort"": ""none"",
  ""highlight"": ""datum.category == 'Allgemein'""
}","Die Abbildung zeigt die Kriminalitätsfurcht im Jahr 2012. Konkret zeigt sie den Anteil der Befragten mit allgemeiner und deliktspezifischer Kriminalitätsfurcht. Mehr als 80 Prozent der Befragten gaben an, sich nachts in ihrer Wohnumgebung allgemein ""eher sicher"" oder ""sehr sicher"" zu fühlen. Bei der Furcht vor spezifischen Straftaten verhält es sich ähnlich. Über 80 Prozent der Befragten gaben an, gar nicht oder nur leicht beunruhigt zu sein, Opfer von Raub, Einbruch, Körperverletzung oder sexueller Belästigung zu werden.",FALSE,plotted,TRUE,TRUE,,,,Deutscher Viktimisierungssurvey 2012.,"Anteil der Befragten mit allgemeiner und deliktspezifischer Kriminalitätsfurcht, N = 35.405 (allgemeine Kriminalitätsfurcht), 11.584 (Körperverletzung), 11.608 (Einbruch), 11.601 (Raub), 11.604 (Sexuelle Belästigung)."
06-01-b,Kriminalitätsfurcht nach Geschlecht 2012,Bar,06/01/facets.csv,"{
  ""filter"": ""datum.facet == 'Geschlecht'"",
  ""numberFormat"": ""%"",
  ""color"": ""concern"",
  ""colorRange"": ""diverging2"",
  ""y"": ""facet_value"",
  ""domain"": [0, 1],
  ""column"": ""category"",
  ""columns"": 2,
  ""colorLegend"": true,
  ""sort"": ""none"",
  ""colorSort"": ""none"",
  ""highlight"": ""datum.category == 'Allgemein'""
}","Die Abbildung zeigt die Kriminalitätsfurcht differenziert nach Geschlecht im Jahr 2012. Konkret zeigt sie den Anteil der Befragten mit allgemeiner und deliktspezifischer Kriminalitätsfurcht. Frauen fürchten sich allgemein mehr vor Kriminalität als Männer und haben auch größere Angst davor, Opfer von Raub, Einbruch, Körperverletzung oder sexueller Belästigung zu werden.",FALSE,plotted,TRUE,TRUE,,,,Deutscher Viktimisierungssurvey 2012.,"Anteil der Befragten mit allgemeiner und deliktspezifischer Kriminalitätsfurcht, N = 35.405 (allgemeine Kriminalitätsfurcht), 11.584 (Körperverletzung), 11.608 (Einbruch), 11.601 (Raub), 11.604 (Sexuelle Belästigung)."
06-01-c,Kriminalitätsfurcht nach Altersgruppen 2012,Bar,06/01/facets.csv,"{
  ""filter"": ""datum.facet == 'Alter'"",
  ""numberFormat"": ""%"",
  ""color"": ""concern"",
  ""colorRange"": ""diverging2"",
  ""y"": ""category"",
  ""domain"": [0, 1],
  ""column"": ""facet_value"",
  ""columns"": 3,
  ""colorLegend"": true,
  ""sort"": ""none"",
  ""colorSort"": ""none"",
  ""highlight"": ""datum.category == 'Allgemein'""
}","Die Abbildung zeigt die Kriminalitätsfurcht differenziert nach Altersgruppen im Jahr 2012. Konkret zeigt sie den Anteil der Befragten mit allgemeiner und deliktspezifischer Kriminalitätsfurcht. Ältere Menschen über 65 Jahren haben größere Angst vor Kriminalität im Allgemeinen. Vor allem die 16- bis 24-Jährigen fürchten sich davor, Opfer von Gewalt, sexueller Belästigung, Einbruch oder Raub zu werden. Ängste nehmen mit fortschreitendem Alter zunächst ab und im Rentenalter wieder zu.",FALSE,plotted,TRUE,TRUE,,,,Deutscher Viktimisierungssurvey 2012.,"Anteil der Befragten mit allgemeiner und deliktspezifischer Kriminalitätsfurcht, N = 35.405 (allgemeine Kriminalitätsfurcht), 11.584 (Körperverletzung), 11.608 (Einbruch), 11.601 (Raub), 11.604 (Sexuelle Belästigung)."
06-01-d,Anteil der Bevölkerung mit allgemeiner Kriminalitätsfurcht (ziemlich und sehr stark) in den Bundesländern 2012,StatesMap,06/01/facets.csv,"{
  ""filter"": ""datum.facet == 'Bundesland'"",
  ""featureId"": ""datum.facet_value"",
  ""numberFormat"": "".1%"",
  ""legendTitle"": ""Ziemlich und sehr stark""
}","Die Abbildung zeigt anhand einer Deutschland-Karte die Anteile der Bevölkerung in den einzelnen Bundesländern mit allgemeiner Kriminalitätsfurcht im Jahr 2012. Die Spanne reicht von 12,1 bis 26,2 Prozent. Die allgemeine Kriminalitätsfurcht zeigt regional ein uneinheitliches Bild. Die Einwohner Baden-Württembergs, Bayerns und Niedersachsens haben weniger Angst vor kriminellen Übergriffen als die Menschen im restlichen Bundesgebiet.",FALSE,plotted,TRUE,TRUE,,,,Deutscher Viktimisierungssurvey 2012.,
06-02-a,Erfasste und aufgeklärte Fälle von Gewaltkriminalität 1993 bis 2016,Line,06/02/categories.csv,"{
  ""filter"": ""datum.category == 'Gewaltkriminalität' && datum.type != 'Aufklärungsquoten'"",
  ""numberFormat"": ""s"",
  ""color"": ""type""
}","Die Abbildung zeigt die Entwicklung der erfassten und aufgeklärten Fälle von Gewaltkriminalität im Zeitraum von 1993 bis 2016. Die Gewaltkriminalität ist zwischen 1993 und 2007 stark gestiegen. 2007 gab es einen Höchststand von 217.923 registrierten Fällen. Zwischen 2007 und 2016 ist die Gewaltkriminalität auf 193.542 registrierte Fälle gesunken. Die Aufklärungsquoten haben sich zwischen 1993 und 2002 ebenfalls verbessert: Von 65,4 auf 74,4 Prozent. Seit 2002 bewegten sie sich relativ konstant zwischen 74 und 75,8 Prozent. In 2016 war die Aufklärungsquote mit 75,8 Prozent am höchsten. ",FALSE,plotted,TRUE,TRUE,,,,Polizeiliche Kriminalstatistik 2017.,Daten für Bundesrepublik Deutschland (ost- und westdeutsche Bundesländer) erst ab 1993 verfügbar.
06-02-b,Erfasste und aufgeklärte Fälle von Diebstahlkriminalität 1993 bis 2016,Line,06/02/categories.csv,"{
  ""filter"": ""datum.category == 'Diebstahlkriminalität' && datum.type != 'Aufklärungsquoten'"",
  ""numberFormat"": ""s"",
  ""color"": ""type""
}","Die Abbildung zeigt die Entwicklung der erfassten und aufgeklärten Fälle von Diebstahlkriminalität im Zeitraum von 1993 bis 2016. Zwischen 1993 und 2010 ist die Diebstahlkriminalität deutlich gesunken, von mehr als 2.870.000 erfasster Fälle auf rund 2.300.000 erfasste Fälle. Seit 2010 verzeichnet die Diebstahlkriminalität einen Anstieg. 2016 wurden rund 2.374.000 Fälle registriert. Die Aufklärungsquoten sind seit 1998 gesunken, von 32,3 auf 27,2 Prozent im Jahr 2016.",FALSE,plotted,TRUE,TRUE,,,,Polizeiliche Kriminalstatistik 2017.,Daten für Bundesrepublik Deutschland (ost- und westdeutsche Bundesländer) erst ab 1993 verfügbar.
06-02-c,Gewaltkriminalität nach Bundesländern 2016,StatesMap,06/02/states.csv,"{
  ""filter"": ""datum.year == 2016 && datum.category == 'Gewaltkriminalität'"",
  ""numberFormat"": ""d"",
  ""legendTitle"": ""Fälle pro 100.000 Einwohner""
}","Die Abbildung zeigt anhand einer Deutschland-Karte die regionalen Unterschiede in der Gewaltkriminalität im Jahr 2016 in den Bundesländern. Es zeigen sich große regionale Unterschiede. Die Spanne reicht von 164 bis zu 481 Fällen je 100.000 Einwohnern. Die Stadtstaaten Hamburg, Bremen und Berlin waren 2016 deutlich stärker von Gewaltkriminalität betroffen als die Flächenländer. Vergleicht man hingegen die Flächenstaaten untereinander, ist ein Nord-Süd-Gefälle zu erkennen.",FALSE,plotted,TRUE,TRUE,,,,Polizeiliche Kriminalstatistik 2017.,
06-02-d,Diebstahlkriminalität nach Bundesländern 2016,StatesMap,06/02/states.csv,"{
  ""filter"": ""datum.year == 2016 && datum.category == 'Diebstahlkriminalität'"",
  ""numberFormat"": ""d"",
  ""legendTitle"": ""Fälle pro 100.000 Einwohner""
}","Die Abbildung zeigt anhand einer Deutschlandkarte die regionalen Unterschiede in der Diebstahlkriminalität im Jahr 2016 auf Bundeslandebene. Es zeigen sich große regionale Unterschiede. Die Spanne reicht von 1.400 bis 7.700 Fällen je 100.000 Einwohner. Die Stadtstaaten Hamburg, Bremen und Berlin waren 2016 deutlich stärker von Diebstahlkriminalität betroffen als die Flächenländer. Vergleicht man hingegen die Flächenstaaten untereinander, ist ein Nord-Süd-Gefälle zu erkennen.",FALSE,plotted,TRUE,TRUE,,,,Polizeiliche Kriminalstatistik 2017.,
06-03-a,Bewertung der örtlichen Polizeiarbeit allgemein 2012,Bar,06/03/facets.csv,"{
  ""filter"": ""datum.facet == ''"",
  ""numberFormat"": ""%"",
  ""color"": ""rating"",
  ""colorRange"": ""diverging2"",
  ""y"": ""facet"",
  ""colorLegend"": true,
  ""sort"": ""none"",
  ""colorSort"": ""none"",
  ""barStyle"": ""large"",
  ""highlight"": ""true""
}","Die Abbildung zeigt die Bewertung der örtlichen Polizeiarbeit im Jahr 2012. Konkret zeigt sie den Anteil der Befragten, die die Arbeit der örtlichen Polizei als ""sehr gut"", ""eher gut"", ""eher schlecht"" bzw. ""sehr schlecht"" einschätzen. Ein Großteil der Befragten rund 87 Prozent bewertete die Arbeit der örtlichen Polizei bei der Verbrechensbekämpfung als ""sehr gut"" oder ""gut"". Nur rund ein Prozent aller befragten Personen empfand die Effektivität der Polizeiarbeit als ""sehr schlecht"", und knapp zwölf Prozent als ""eher schlecht"".",FALSE,plotted,TRUE,TRUE,,,,Deutscher Viktimisierungssurvey 2012.,N = 1.899
06-03-b,Bewertung der örtlichen Polizeiarbeit 2012,Bar,06/03/facets.csv,"{
  ""filter"": ""datum.facet != ''"",
  ""numberFormat"": ""%"",
  ""color"": ""rating"",
  ""colorRange"": ""diverging1"",
  ""y"": ""facet"",
  ""colorLegend"": true,
  ""sort"": ""none"",
  ""colorSort"": ""none"",
  ""barStyle"": ""large""
}","Die Abbildung zeigt die Bewertung der örtlichen Polizeiarbeit im Jahr 2012. Konkret zeigt sie den Anteil der Befragten, die die Arbeit der örtlichen Polizei als ""sehr gut"" oder ""eher gut"" bzw. als ""eher schlecht"" oder ""sehr schlecht"" bewertet. Differenziert wird dabei nach der empfundenen nachbarschaftlichen Bindung und den Erfahrungen, die eine Person bisher mit Polizei und Kriminalität hatte. 90 Prozent der Befragten, die keine Opfererfahrung hatten, bewerteten die Polizeiarbeit als ""sehr gut"" oder ""eher gut"". Bei Menschen, die bereits Opfer von Kriminalität geworden sind, lag der Anteil nur bei 83 Prozent. 88 Prozent der Menschen, die mit ihrem letzten Polizeikontakt zufrieden waren, bewerteten die Arbeit der Polizei als sehr gut oder eher gut. Bei Personen, die mit dem letzten Polizeikontakt unzufrieden waren, waren es nur 73 Prozent. 89 Prozent der Bürgerinnen und Bürger, die ihre nachbarschaftliche Bindung als eng empfanden, bewerteten die Polizeiarbeit als sehr gut oder eher gut. Bei Menschen, die ihre nachbarschaftliche Bindung als gering einschätzten, waren es nur 76 Prozent.",FALSE,plotted,TRUE,TRUE,,,,Deutscher Viktimisierungssurvey 2012.,"N = 1.059 (keine Opfererfahrung), 814 (Opfererfahrung), 447 (zufrieden mit letztem Polizeikontakt), 73 (unzufrieden mit letztem Polizeikontakt), 100 (enge nachbarschaftliche Bindung), 1.161 (geringe nachbarschaftliche Bindung)."
06-04-a,Hasskriminalität gesamt und fremdenfeindlich 2001 bis 2016,Line,06/04/categories.csv,"{
  ""filter"": ""datum.category != 'Gewalttätig'"",
  ""column"": ""category"",
  ""columnSort"": ""none"",
  ""color"": ""category"",
  ""numberFormat"": ""s""
}",Die Abbildung zeigt die Entwicklung von Hasskriminalität im Zeitraum von 2001 bis 2016. In diesem Zeitraum ist die Hasskriminalität von 5.376 auf 10.751 Fälle gestiegen und hat damit 2016 den Höchstwert erreicht. Dafür war im Wesentlichen die besonders starke Zunahme von fremdenfeindlichen Straftaten verantwortlich. Diese sind im Betrachtungszeitraum von 3.548 auf 8.983 Fälle gestiegen.,FALSE,plotted,TRUE,TRUE,,,,Statistik zur Politisch Motivierten Kriminalität 2017. ,
07-00-a,Bevölkerungsdichte nach Kreisen zum Jahresende 2015,KrsMap,07/00/density.csv,"{
  ""legendTitle"": ""Bevölkerung je km²"",
  ""thresholds"": [100, 200, 400, 600, 800]
}",Die Abbildung zeigt anhand einer Deutschland-Karte die regionalen Unterschiede in der Bevölkerungsdichte auf Kreisebene zum Jahresende 2015. Die Spanne reicht von 36 bis 4.668 Menschen pro Quadratkilometer. In knapp einem Fünftel der deutschen Landkreise und kreisfreien Städte leben weniger als 100 Menschen je Quadratkilometer. Im am dichtesten besiedelten Zehntel sind es über 1.500 Menschen. Besonders dicht besiedelt sind Großstädte und Ballungsräume.,FALSE,plotted,FALSE,TRUE,,,,"Statistisches Bundesamt, Gemeindeverzeichnis.","Kreisfreie Städte und Landkreise nach Fläche, Bevölkerung und Bevölkerungsdichte am 31.12.2014. "
07-00-b,Bevölkerungsentwicklung nach Kreisen 2012 bis 2035,KrsMap,07/00/districts.csv,"{
  ""legendTitle"": ""Bevölkerungsentwicklung in Prozent"",
  ""numberFormat"": "".0%""
}","Die Abbildung zeigt anhand einer Deutschland-Karte die prognostizierte Bevölkerungsentwicklung nach Kreisen im Zeitraum von 2012 bis 2035. Die Spanne reicht von einem Bevölkerungsrückgang um bis zu 32 Prozent in strukturschwächeren Regionen bis zu einem Bevölkerungswachstum von bis zu 22 Prozent in wirtschaftsstarken Regionen, wie z.B. dem Münchner Umland.",FALSE,plotted,FALSE,TRUE,,,,"BBSR-Bevölkerungsprognose, Berechnungen: BIB.",
07-01-a,Anteil der Wohnkosten am Haushaltsnettoeinkommen für Miethaushalte 1991 bis 2014,Line,07/01/facets.csv,"{
  ""confidence"": 95,
  ""filter"": ""datum.facet == 'Gesamt'""
}",Die Abbildung zeigt die Entwicklung des Anteils der Wohnkosten am Haushaltsnettoeinkommen für Miethaushalte im Zeitraum von 1991 bis 2014. Von 1991 bis Mitte der 2000er Jahre ist der Anteil der Wohnkosten am Haushaltsnettoeinkommen der Menschen in Deutschland von 21 auf 29 Prozent gestiegen. Anschließend hat er sich kaum noch verändert.,FALSE,plotted,TRUE,TRUE,,,,"Berechnungen des DIW Berlin, SOEPv32.1.",Seit 2013 wird in der SOEP Befragung genauer nach den einzelnen Posten der Nebenkostenrechnung gefragt. Die Veränderung von 2012 bis 2013 kann auf diese methodische Anpassung zurückzuführen sein.
07-01-b,Anteil der Wohnkosten am Haushaltsnettoeinkommen für Miethaushalte differenziert nach Einkommensklassen 2014,Lollipop,07/01/facets.csv,"{
  ""filter"": ""datum.facet == 'Einkommensposition' && datum.year == '2013'"",
  ""numberFormat"": ""%"",
  ""y"": ""facet_value"",
  ""sort"": ""none""
}","Die Abbildung zeigt die Entwicklung des Anteils der Wohnkosten am Haushaltsnettoeinkommen für Miethaushalte im Jahr 2014 differenziert nach fünf umfanggleichen Einkommensklassen, so genannten Quintilen. Die 20 Prozent der Menschen in Deutschland mit den niedrigsten Einkommen geben im Schnitt rund 37 Prozent ihres Haushaltseinkommens für Kaltmiete, Warmwasser und Heizung aus. In der nächsten Einkommensklasse, dem 2. Quintil, sind es durchschnittlich nur 26 Prozent. Bei den oberen 20 Prozent sind es 17 Prozent.",FALSE,plotted,TRUE,TRUE,,,,"Berechnungen des DIW Berlin, SOEPv32.1.",
07-01-c,Anteil der Wohnkosten am Haushaltsnettoeinkommen für Miethaushalte differenziert nach Haushaltstypen 2014,Lollipop,07/01/facets.csv,"{
  ""filter"": ""datum.facet == 'Haushaltstyp' && datum.year == '2013'"",
  ""numberFormat"": ""%"",
  ""y"": ""facet_value""
}","Die Abbildung zeigt die Entwicklung des Anteils der Wohnkosten am Haushaltsnettoeinkommen für Miethaushalte im Jahr 2014 differenziert nach Haushaltstypen. Ein-Personen-Haushalte unter 35 Jahre und über 60 Jahre haben die höchsten Anteile der Wohnkosten am verfügbaren Einkommen, jeweils gut ein Drittel. Bei Alleinerziehenden liegt der Wert etwas unter einem Drittel. Paare mit und ohne Kinder geben für ihre Wohnung den geringsten Teil ihres verfügbaren Einkommens aus.",FALSE,plotted,TRUE,TRUE,,,,"Berechnungen des DIW Berlin, SOEPv32.1.",
07-02-a,"Fahrzeit zu Bildungs-, Versorgungs- und Kultureinrichtungen 2016, Motorisierter Individualverkehr",PointMap,07/02/center-points.csv,"{
  ""geotiff"": ""07-02-miv"",
  ""accessor"": ""center"",
  ""ordinalAccessor"": ""center"",
  ""shape"": ""square"",
  ""legendTitle"": ""Zentralörtliche Einstufung"",
  ""sizes"": [5, 10],
  ""height"": 350,
  ""colorRange"": [""#FE5072"", ""#810019""],
  ""geotiffLegendTitle"": ""Fahrzeit zum nächsten Zentrum in Minuten"",
  ""geotiffLegend"": [
    {""color"": ""rgb(158,235,255)"", ""label"": ""0 - 10""},
    {""color"": ""rgb(128,207,255)"", ""label"": ""10 - 20""},
    {""color"": ""rgb(99,180,228)"", ""label"": ""20 - 30""},
    {""color"": ""rgb(67,153,200)"", ""label"": ""30 - 40""},
    {""color"": ""rgb(7,120,165)"", ""label"": ""40 - 50""},
    {""color"": ""rgb(0,102,146)"", ""label"": ""50+""}
  ]
}",Die Abbildung zeigt anhand einer Deutschland-Karte die Fahrzeit mit dem Auto zu Mittel- und Oberzentren im Jahr 2016. Die Spanne reicht von 0 bis zu über 50 Minuten. Mit dem Auto braucht aber nur ein Prozent der deutschen Bevölkerung länger als 30 Minuten bis in das nächstgelegene Mittelzentrum.,FALSE,deprecated,FALSE,FALSE,,,,"Erreichbarkeitsmodell des BBSR. Geometrische Grundlage: Kreise, Stand: 31. Dezember 2014, © GeoBasis-DE/BKG","Ein Mittelzentrum hat mindestens 30.000-40.000 Einwohner und hat die folgende typische Ausstattung: Warenhaus, Krankenhaus, Fachärzte, Hotel, Altenpflegeheim, Theater, Museum, Jugendeinrichtung, weiterführende Schule, Bibliothek, größere Sportanlage, Bahnhof. Ein Oberzentrum hat 200 000-300 000 Einwohner und hat die folgende 
typische Ausstattung: Fachhandel, größere Banken und Kreditinstitute, 
Fach-/Hochschule, Schwerpunktkrankenhaus, wissenschaftliche Bibliothek, 
Sportstadion, Fernbahnhof."
07-02-b,"Fahrzeit zu Bildungs-, Versorgungs- und Kultureinrichtungen 2016, Öffentlicher Verkehr",PointMap,07/02/center-points.csv,"{
  ""geotiff"": ""07-02-oev"",
  ""accessor"": ""center"",
  ""ordinalAccessor"": ""center"",
  ""shape"": ""square"",
  ""legendTitle"": ""Zentralörtliche Einstufung"",
  ""sizes"": [5, 10],
  ""height"": 350,
  ""colorRange"": [""#FE5072"", ""#810019""],
  ""geotiffLegendTitle"": ""Fahrzeit zum nächsten Zentrum in Minuten"",
  ""geotiffLegend"": [
    {""color"": ""rgb(158,235,255)"", ""label"": ""0 - 10""},
    {""color"": ""rgb(128,207,255)"", ""label"": ""10 - 20""},
    {""color"": ""rgb(99,180,228)"", ""label"": ""20 - 30""},
    {""color"": ""rgb(67,153,200)"", ""label"": ""30 - 40""},
    {""color"": ""rgb(7,120,165)"", ""label"": ""40 - 50""},
    {""color"": ""rgb(0,102,146)"", ""label"": ""50+""}
  ]
}","Die Abbildung zeigt anhand einer Deutschland-Karte die Fahrzeit mit öffentlichen Verkehrsmitteln zu Mittel- und Oberzentren im Jahr 2016. Die Spanne reicht von 0 bis zu über 50 Minuten. Fast ein Drittel der Menschen in Deutschland braucht länger als eine halbe Stunde, um die nächste größere Stadt mit öffentlichen Verkehrsmitteln zu erreichen.",FALSE,deprecated,FALSE,FALSE,,,,"Erreichbarkeitsmodell des BBSR. Geometrische Grundlage: Kreise, Stand: 31. Dezember 2014, © GeoBasis-DE/BKG","Ein Mittelzentrum hat mindestens 30.000-40.000 Einwohner und hat die folgende typische Ausstattung: Warenhaus, Krankenhaus, Fachärzte, Hotel, Altenpflegeheim, Theater, Museum, Jugendeinrichtung, weiterführende Schule, Bibliothek, größere Sportanlage, Bahnhof. Ein Oberzentrum hat 200 000-300 000 Einwohner und hat die folgende 
typische Ausstattung: Fachhandel, größere Banken und Kreditinstitute, 
Fach-/Hochschule, Schwerpunktkrankenhaus, wissenschaftliche Bibliothek, 
Sportstadion, Fernbahnhof."
07-02-c,"Fahrzeit zu Bildungs-, Versorgungs- und Kultureinrichtungen 2016",PointMap,07/02/center-points.csv,"{
  ""accessor"": ""center"",
  ""ordinalAccessor"": ""center"",
  ""shape"": ""square"",
  ""legendTitle"": ""Zentralörtliche Einstufung"",
  ""sizes"": [5, 10],
  ""height"": 350,
  ""colorRange"": [""#FE5072"", ""#810019""],
  ""columns"": 2,
  ""columnFilter"": [
    {
      ""title"": ""Motorisierter Individualverkehr"",
      ""test"": ""true"",
      ""geotiff"": ""07-02-miv""
    },
    {
      ""title"": ""Öffentlicher Verkehr"",
      ""test"": ""true"",
      ""geotiff"": ""07-02-oev""
    }
  ],
  ""geotiffLegendTitle"": ""Fahrzeit zum nächsten Zentrum in Minuten"",
  ""geotiffLegend"": [
    {""color"": ""rgb(158,235,255)"", ""label"": ""0 - 10""},
    {""color"": ""rgb(128,207,255)"", ""label"": ""10 - 20""},
    {""color"": ""rgb(99,180,228)"", ""label"": ""20 - 30""},
    {""color"": ""rgb(67,153,200)"", ""label"": ""30 - 40""},
    {""color"": ""rgb(7,120,165)"", ""label"": ""40 - 50""},
    {""color"": ""rgb(0,102,146)"", ""label"": ""50+""}
  ]
}",-,FALSE,plotted,TRUE,TRUE,,,,"Erreichbarkeitsmodell des BBSR. Geometrische Grundlage: Kreise, Stand: 31. Dezember 2014, © GeoBasis-DE/BKG","Ein Mittelzentrum hat mindestens 30.000-40.000 Einwohner und hat die folgende typische Ausstattung: Warenhaus, Krankenhaus, Fachärzte, Hotel, Altenpflegeheim, Theater, Museum, Jugendeinrichtung, weiterführende Schule, Bibliothek, größere Sportanlage, Bahnhof. Ein Oberzentrum hat 200 000-300 000 Einwohner und hat die folgende 
typische Ausstattung: Fachhandel, größere Banken und Kreditinstitute, 
Fach-/Hochschule, Schwerpunktkrankenhaus, wissenschaftliche Bibliothek, 
Sportstadion, Fernbahnhof."
07-03-a,Verfügbarkeit von Internetzugängen mit mindestens 50 Mbit/s auf Gemeindeebene,GemMap,07/03/municipalities.csv,"{
  ""filter"": ""datum.year == '2010' || datum.year == '2016'"",
  ""column"": ""year"",
  ""columns"": 2,
  ""numberFormat"": "".0%"",
  ""legendTitle"": ""Anteil der Haushalte mit Verfügbarkeit von 50 Mbit/s""
}","Die Abbildung zeigt anhand von zwei Deutschland-Karten für die Jahre 2010 und 2016, wie viele Haushalte Zugang zu einem Internetanschluss mit über 50 Megabit pro Sekunde haben. Im Vergleich zu 2010 ist der Anteil der Haushalte, die Zugang zu schnellem Internet haben gestiegen. Es gibt aber noch viele Kreise gerade in ländlichen Regionen, an denen schnelles Internet nur für einen kleinen Teil der Menschen verfügbar ist. ",TRUE,"deprecated, print only",FALSE,FALSE,"© BMVI, TÜV Rheinland",,,"Bundesministerium für Verkehr und Infrastruktur, TÜV Rheinland.",Graue Flächen sind nicht-bewohnte Gemeinden in Deutschland.
07-03-b,Verfügbarkeit von Internetzugängen mit mindestens 50 Mbit/s in Deutschland auf Kreisebene,KrsMap,07/03/districts.csv,"{
  ""filter"": ""datum.year == '2010' || datum.year == '2016'"",
  ""column"": ""year"",
  ""columns"": 2,
  ""numberFormat"": "".0%"",
  ""legendTitle"": ""Anteil der Haushalte mit Verfügbarkeit von 50 Mbit/s""
}","Die Abbildung zeigt anhand von zwei Deutschland-Karten für die Jahre 2010 und 2016, wie viele Haushalte Zugang zu einem Internetanschluss mit über 50 Megabit pro Sekunde haben. Im Vergleich zu 2010 ist der Anteil der Haushalte, die Zugang zu schnellem Internet haben gestiegen. Es gibt aber noch viele Kreise gerade in ländlichen Regionen, an denen schnelles Internet nur für einen kleinen Teil der Menschen verfügbar ist. Regionlale Schwerpunkte mit geringer Versorgung finden sich in Bayern, Sachsen, Sachsen-Anhalt und Thürhingen. ",TRUE,plotted,TRUE,TRUE,"© BMVI, TÜV Rheinland",,,"Bundesministerium für Verkehr und Infrastruktur, TÜV Rheinland.",
